species,genus,family
Simira wurdackii,Simira,Rubiaceae
Simira walteri,Simira,Rubiaceae
Fagraea dulitensis,Fagraea,Gentianaceae
Petalostelma cearense,Petalostelma,Apocynaceae
Petalostelma atlanticum,Petalostelma,Apocynaceae
Paederia grandidieri,Paederia,Rubiaceae
Cordiera carioca,Cordiera,Rubiaceae
Fadogia stenophylla,Fadogia,Rubiaceae
Fadogia triphylla,Fadogia,Rubiaceae
Fagraea plumeriiflora,Fagraea,Gentianaceae
Fadogia gossweileri,Fadogia,Rubiaceae
Parapodium costatum,Parapodium,Apocynaceae
Plectaneia longisepala,Plectaneia,Apocynaceae
Fagraea amabilis,Fagraea,Gentianaceae
Fagraea latibracteata,Fagraea,Gentianaceae
Hunteria camerunensis,Hunteria,Apocynaceae
Hunteria myriantha,Hunteria,Apocynaceae
Paederia verticillata,Paederia,Rubiaceae
Bonyunia venusta,Bonyunia,Loganiaceae
Fagraea gardenioides,Fagraea,Gentianaceae
Fagraea acutibracteata,Fagraea,Gentianaceae
Fagraea crassifolia,Fagraea,Gentianaceae
Hunteria ballayi,Hunteria,Apocynaceae
Paederia pallida,Paederia,Rubiaceae
Fagraea floribunda,Fagraea,Gentianaceae
Fadogia chrysantha,Fadogia,Rubiaceae
Fadogia cienkowskii,Fadogia,Rubiaceae
Kanahia carlsbergiana,Kanahia,Apocynaceae
Fagraea ternatana,Fagraea,Gentianaceae
Fagraea pyriformis,Fagraea,Gentianaceae
Bonyunia aquatica,Bonyunia,Loganiaceae
Bonyunia pulchra,Bonyunia,Loganiaceae
Simira robusta,Simira,Rubiaceae
Fagraea tubulosa,Fagraea,Gentianaceae
Fagraea fraserensis,Fagraea,Gentianaceae
Paederia axilliflora,Paederia,Rubiaceae
Fagraea gracilipes,Fagraea,Gentianaceae
Fadogia chlorantha,Fadogia,Rubiaceae
Mastixiodendron stoddardii,Mastixiodendron,Rubiaceae
Laubertia brasiliensis,Laubertia,Apocynaceae
Fadogia punctulata,Fadogia,Rubiaceae
Fadogia salictaria,Fadogia,Rubiaceae
Mastixiodendron pachyclados,Mastixiodendron,Rubiaceae
Fagraea berteroana,Fagraea,Gentianaceae
Bonyunia minor,Bonyunia,Loganiaceae
Simira pilosa,Simira,Rubiaceae
Fagraea graciliflora,Fagraea,Gentianaceae
Fadogia verdcourtii,Fadogia,Rubiaceae
Fagraea obtusifolia,Fagraea,Gentianaceae
Paederia praetermissa,Paederia,Rubiaceae
Paederia taolagnarensis,Paederia,Rubiaceae
Fagraea macroscypha,Fagraea,Gentianaceae
Fadogia butayei,Fadogia,Rubiaceae
Fadogia pobeguinii,Fadogia,Rubiaceae
Pteralyxia kauaiensis,Pteralyxia,Apocynaceae
Ludekia borneensis,Ludekia,Rubiaceae
Fadogia parvifolia,Fadogia,Rubiaceae
Fagraea annulata,Fagraea,Gentianaceae
Mastixiodendron smithii,Mastixiodendron,Rubiaceae
Tulearia capsaintemariensis,Tulearia,Rubiaceae
Fagraea oblonga,Fagraea,Gentianaceae
Paederia mandrarensis,Paederia,Rubiaceae
Fagraea dolichopoda,Fagraea,Gentianaceae
Fadogia variifolia,Fadogia,Rubiaceae
Pectinaria flavescens,Pectinaria,Apocynaceae
Cordiera triflora,Cordiera,Rubiaceae
Fagraea splendens,Fagraea,Gentianaceae
Paederia spectatissima,Paederia,Rubiaceae
Diplolepis menziesii,Diplolepis,Apocynaceae
Plectaneia thouarsii,Plectaneia,Apocynaceae
Fagraea carnosa,Fagraea,Gentianaceae
Callichilia inaequalis,Callichilia,Apocynaceae
Fagraea truncata,Fagraea,Gentianaceae
Hunteria macrosiphon,Hunteria,Apocynaceae
Paederia foetida,Paederia,Rubiaceae
Paederia lanuginosa,Paederia,Rubiaceae
Paederia linearis,Paederia,Rubiaceae
Cordiera papillosa,Cordiera,Rubiaceae
Fadogia fragrans,Fadogia,Rubiaceae
Fadogia luangwae,Fadogia,Rubiaceae
Fadogia obscura,Fadogia,Rubiaceae
Simira cesariana,Simira,Rubiaceae
Fagraea tuyukii,Fagraea,Gentianaceae
Hunteria maasiorum,Hunteria,Apocynaceae
Fagraea rarissima,Fagraea,Gentianaceae
Fagraea resinosa,Fagraea,Gentianaceae
Bonyunia superba,Bonyunia,Loganiaceae
Paederia pertomentosa,Paederia,Rubiaceae
Simira hirsuta,Simira,Rubiaceae
Fadogia andersonii,Fadogia,Rubiaceae
Fadogia elskensii,Fadogia,Rubiaceae
Fadogia homblei,Fadogia,Rubiaceae
Fadogia schmitzii,Fadogia,Rubiaceae
Laubertia peninsularis,Laubertia,Apocynaceae
Mastixiodendron robustum,Mastixiodendron,Rubiaceae
Simira hatschbachiorum,Simira,Rubiaceae
Matelea matogrossensis,Matelea,Apocynaceae
Periploca forrestii,Periploca,Apocynaceae
Schizoglossum ingomense,Schizoglossum,Apocynaceae
Canthium umbelligerum,Canthium,Rubiaceae
Pauridiantha bridelioides,Pauridiantha,Rubiaceae
Matelea stenopetala,Matelea,Apocynaceae
Baissea concinna,Baissea,Apocynaceae
Ixodonerium annamense,Ixodonerium,Apocynaceae
Matelea abbreviata,Matelea,Apocynaceae
Matelea cornejoi,Matelea,Apocynaceae
Stephanotis acuminata,Stephanotis,Apocynaceae
Stephanotis floribunda,Stephanotis,Apocynaceae
Stephanotis thouarsii,Stephanotis,Apocynaceae
Canthium filipendulum,Canthium,Rubiaceae
Matelea schultesii,Matelea,Apocynaceae
Matelea cervantesii,Matelea,Apocynaceae
Matelea boliviana,Matelea,Apocynaceae
Matelea cardozoi,Matelea,Apocynaceae
Periploca chevalieri,Periploca,Apocynaceae
Schizoglossum amatolicum,Schizoglossum,Apocynaceae
Canthium cambodianum,Canthium,Rubiaceae
Canthium tavoyanum,Canthium,Rubiaceae
Pauridiantha coalescens,Pauridiantha,Rubiaceae
Matelea radiata,Matelea,Apocynaceae
Matelea rhynchocephala,Matelea,Apocynaceae
Baissea laxiflora,Baissea,Apocynaceae
Matelea alainii,Matelea,Apocynaceae
Matelea dwyeri,Matelea,Apocynaceae
Matelea kirkbridei,Matelea,Apocynaceae
Pergularia tomentosa,Pergularia,Apocynaceae
Periploca hydaspidis,Periploca,Apocynaceae
Periploca sepium,Periploca,Apocynaceae
Polystemma canisferum,Polystemma,Apocynaceae
Dictyanthus stevensii,Dictyanthus,Apocynaceae
Tripterospermum hirticalyx,Tripterospermum,Gentianaceae
Schizoglossum bidens,Schizoglossum,Apocynaceae
Schizoglossum peglerae,Schizoglossum,Apocynaceae
Dictyanthus pavonii,Dictyanthus,Apocynaceae
Dictyanthus tuberosus,Dictyanthus,Apocynaceae
Baissea erythrosticta,Baissea,Apocynaceae
Matelea corynephora,Matelea,Apocynaceae
Matelea jaramilloi,Matelea,Apocynaceae
Periploca purpurea,Periploca,Apocynaceae
Tripterospermum sumatranum,Tripterospermum,Gentianaceae
Schizoglossum garcianum,Schizoglossum,Apocynaceae
Schizoglossum montanum,Schizoglossum,Apocynaceae
Canthium laeve,Canthium,Rubiaceae
Canthium strigosum,Canthium,Rubiaceae
Matelea corniculata,Matelea,Apocynaceae
Matelea grenandii,Matelea,Apocynaceae
Matelea micrantha,Matelea,Apocynaceae
Matelea neei,Matelea,Apocynaceae
Pauridiantha longistipula,Pauridiantha,Rubiaceae
Schizoglossum saccatum,Schizoglossum,Apocynaceae
Schizoglossum singulare,Schizoglossum,Apocynaceae
Dictyanthus parviflorus,Dictyanthus,Apocynaceae
Matelea quindecimlobata,Matelea,Apocynaceae
Matelea urophylla,Matelea,Apocynaceae
Matelea delascioi,Matelea,Apocynaceae
Matelea palustris,Matelea,Apocynaceae
Allomarkgrafia brenesiana,Allomarkgrafia,Apocynaceae
Canthium macrocarpum,Canthium,Rubiaceae
Matelea reitzii,Matelea,Apocynaceae
Allomarkgrafia antioquiana,Allomarkgrafia,Apocynaceae
Matelea holstii,Matelea,Apocynaceae
Matelea ionantha,Matelea,Apocynaceae
Matelea jansen-jacobsiae,Matelea,Apocynaceae
Matelea klugii,Matelea,Apocynaceae
Matelea liesneri,Matelea,Apocynaceae
Stephanotis grandiflora,Stephanotis,Apocynaceae
Sphinctanthus fluvii-dulcis,Sphinctanthus,Rubiaceae
Allomarkgrafia tubiflora,Allomarkgrafia,Apocynaceae
Canthium ferrugineum,Canthium,Rubiaceae
Canthium lasianthoides,Canthium,Rubiaceae
Canthium oligocarpum,Canthium,Rubiaceae
Dictyanthus ceratopetalus,Dictyanthus,Apocynaceae
Matelea bolivarensis,Matelea,Apocynaceae
Matelea brevistipitata,Matelea,Apocynaceae
Matelea ferruginea,Matelea,Apocynaceae
Sphinctanthus insignis,Sphinctanthus,Rubiaceae
Schizoglossum crassipes,Schizoglossum,Apocynaceae
Pauridiantha gracilipes,Pauridiantha,Rubiaceae
Allomarkgrafia plumeriiflora,Allomarkgrafia,Apocynaceae
Canthium longipes,Canthium,Rubiaceae
Canthium subaureum,Canthium,Rubiaceae
Matelea schunkei,Matelea,Apocynaceae
Matelea acevedoi,Matelea,Apocynaceae
Matelea costaricensis,Matelea,Apocynaceae
Matelea forerana,Matelea,Apocynaceae
Matelea honorana,Matelea,Apocynaceae
Periploca floribunda,Periploca,Apocynaceae
Canthium hirtellum,Canthium,Rubiaceae
Matelea stergiosii,Matelea,Apocynaceae
Matelea sugillata,Matelea,Apocynaceae
Matelea elachyantha,Matelea,Apocynaceae
Matelea insolita,Matelea,Apocynaceae
Matelea magallanesii,Matelea,Apocynaceae
Pauridiantha halleana,Pauridiantha,Rubiaceae
Matelea matezkii,Matelea,Apocynaceae
Sphinctanthus maculatus,Sphinctanthus,Rubiaceae
Schizoglossum quadridens,Schizoglossum,Apocynaceae
Canthium aurantiacum,Canthium,Rubiaceae
Canthium quadratum,Canthium,Rubiaceae
Pauridiantha pleiantha,Pauridiantha,Rubiaceae
Dictyanthus aeneus,Dictyanthus,Apocynaceae
Matelea weberbaueri,Matelea,Apocynaceae
Discospermum reyesii,Discospermum,Rubiaceae
Baissea ochrantha,Baissea,Apocynaceae
Schizoglossum graminifolium,Schizoglossum,Apocynaceae
Schizoglossum hamatum,Schizoglossum,Apocynaceae
Schizoglossum viridulum,Schizoglossum,Apocynaceae
Allomarkgrafia laxiflora,Allomarkgrafia,Apocynaceae
Canthium fraternum,Canthium,Rubiaceae
Canthium horridulum,Canthium,Rubiaceae
Canthium korthalsianum,Canthium,Rubiaceae
Dictyanthus tigrinus,Dictyanthus,Apocynaceae
Matelea sprucei,Matelea,Apocynaceae
Matelea vargasii,Matelea,Apocynaceae
Matelea harlingii,Matelea,Apocynaceae
Matelea linearipetala,Matelea,Apocynaceae
Periploca linearifolia,Periploca,Apocynaceae
Schizoglossum elingue,Schizoglossum,Apocynaceae
Schizoglossum hilliardiae,Schizoglossum,Apocynaceae
Schizoglossum rubiginosum,Schizoglossum,Apocynaceae
Tripterospermum lilungshanense,Tripterospermum,Gentianaceae
Canthium calvum,Canthium,Rubiaceae
Canthium depressinerve,Canthium,Rubiaceae
Canthium lucidum,Canthium,Rubiaceae
Polystemma fishbeiniana,Polystemma,Apocynaceae
Xantonneopsis robinsonii,Xantonneopsis,Rubiaceae
Schizoglossum atropurpureum,Schizoglossum,Apocynaceae
Matelea greggii,Matelea,Apocynaceae
Discospermum sphaerocarpum,Discospermum,Rubiaceae
Matelea suareziae,Matelea,Apocynaceae
Matelea dusenii,Matelea,Apocynaceae
Matelea nielsenii,Matelea,Apocynaceae
Tripterospermum pallidum,Tripterospermum,Gentianaceae
Tripterospermum cordifolioides,Tripterospermum,Gentianaceae
Canthium obscurum,Canthium,Rubiaceae
Canthium congestiflorum,Canthium,Rubiaceae
Canthium violaceum,Canthium,Rubiaceae
Baissea multiflora,Baissea,Apocynaceae
Baissea zygodioides,Baissea,Apocynaceae
Matelea oldemanii,Matelea,Apocynaceae
Tripterospermum trinerve,Tripterospermum,Gentianaceae
Discospermum philippinensis,Discospermum,Rubiaceae
Tripterospermum maculatum,Tripterospermum,Gentianaceae
Canthium gracilipes,Canthium,Rubiaceae
Canthium puberulum,Canthium,Rubiaceae
Canthium suberosum,Canthium,Rubiaceae
Paracorynanthe antankarana,Paracorynanthe,Rubiaceae
Pauridiantha canthiiflora,Pauridiantha,Rubiaceae
Matelea filipes,Matelea,Apocynaceae
Matelea funkiana,Matelea,Apocynaceae
Matelea meyeri,Matelea,Apocynaceae
Matelea neblinae,Matelea,Apocynaceae
Tripterospermum cordatum,Tripterospermum,Gentianaceae
Pauridiantha efferata,Pauridiantha,Rubiaceae
Pauridiantha pierlotii,Pauridiantha,Rubiaceae
Pauridiantha smetsiana,Pauridiantha,Rubiaceae
Matelea velutinoides,Matelea,Apocynaceae
Schizoglossum austromontanum,Schizoglossum,Apocynaceae
Baissea lane-poolei,Baissea,Apocynaceae
Dewevrella cochliostema,Dewevrella,Apocynaceae
Macoubea mesoamericana,Macoubea,Apocynaceae
Matelea carmenaemiliae,Matelea,Apocynaceae
Matelea cayennensis,Matelea,Apocynaceae
Matelea haberi,Matelea,Apocynaceae
Periploca angustifolia,Periploca,Apocynaceae
Pauridiantha udzungwaensis,Pauridiantha,Rubiaceae
Pauridiantha uniflora,Pauridiantha,Rubiaceae
Matelea tezcatlipocantha,Matelea,Apocynaceae
Canthium campanulatum,Canthium,Rubiaceae
Canthium polyanthum,Canthium,Rubiaceae
Canthium stellulatum,Canthium,Rubiaceae
Matelea sanojana,Matelea,Apocynaceae
Matelea marcoassisii,Matelea,Apocynaceae
Matelea pastazana,Matelea,Apocynaceae
Periploca aphylla,Periploca,Apocynaceae
Sphinctanthus microphyllus,Sphinctanthus,Rubiaceae
Schizoglossum aschersonianum,Schizoglossum,Apocynaceae
Pauridiantha hirsuta,Pauridiantha,Rubiaceae
Canthium moluccanum,Canthium,Rubiaceae
Canthium simile,Canthium,Rubiaceae
Pauridiantha schnellii,Pauridiantha,Rubiaceae
Tripterospermum brevilobum,Tripterospermum,Gentianaceae
Matelea camiloana,Matelea,Apocynaceae
Matelea corrugata,Matelea,Apocynaceae
Matelea emmartinezii,Matelea,Apocynaceae
Matelea herbacea,Matelea,Apocynaceae
Canthium trichophorum,Canthium,Rubiaceae
Manostachya ternifolia,Manostachya,Rubiaceae
Matelea stenosepala,Matelea,Apocynaceae
Matelea sylvicola,Matelea,Apocynaceae
Tripterospermum australe,Tripterospermum,Gentianaceae
Baharuia gracilis,Baharuia,Apocynaceae
Baissea subrufa,Baissea,Apocynaceae
Pauridiantha muhakiensis,Pauridiantha,Rubiaceae
Matelea ampiyacuensis,Matelea,Apocynaceae
Matelea molinarum,Matelea,Apocynaceae
Matelea panamensis,Matelea,Apocynaceae
Vailia mucronata,Vailia,Apocynaceae
Stephanotis schimperi,Stephanotis,Apocynaceae
Tripterospermum nigrobaccatum,Tripterospermum,Gentianaceae
Canthium spirostylum,Canthium,Rubiaceae
Matelea pusilliflora,Matelea,Apocynaceae
Matelea rivularis,Matelea,Apocynaceae
Tripterospermum brevidentatum,Tripterospermum,Gentianaceae
Matelea tarrazuana,Matelea,Apocynaceae
Allomarkgrafia foreroi,Allomarkgrafia,Apocynaceae
Canthium berberidifolium,Canthium,Rubiaceae
Canthium glaucum,Canthium,Rubiaceae
Matelea rogersii,Matelea,Apocynaceae
Pauridiantha talbotii,Pauridiantha,Rubiaceae
Matelea correllii,Matelea,Apocynaceae
Matelea cuatrecasasii,Matelea,Apocynaceae
Tripterospermum distylum,Tripterospermum,Gentianaceae
Matelea tlilxochitli,Matelea,Apocynaceae
Canthium megistocarpum,Canthium,Rubiaceae
Canthium pedunculare,Canthium,Rubiaceae
Matelea texensis,Matelea,Apocynaceae
Matelea trichopedicellata,Matelea,Apocynaceae
Matelea vaupesana,Matelea,Apocynaceae
Baissea odorata,Baissea,Apocynaceae
Matelea annulata,Matelea,Apocynaceae
Matelea cremersii,Matelea,Apocynaceae
Canthium inerme,Canthium,Rubiaceae
Baissea atrobrunnea,Baissea,Apocynaceae
Canthium aciculatum,Canthium,Rubiaceae
Canthium molle,Canthium,Rubiaceae
Canthium scabridum,Canthium,Rubiaceae
Pauridiantha siderophila,Pauridiantha,Rubiaceae
Matelea subsessilifolia,Matelea,Apocynaceae
Baissea leonensis,Baissea,Apocynaceae
Matelea altamirana,Matelea,Apocynaceae
Matelea coriacea,Matelea,Apocynaceae
Matelea fendleri,Matelea,Apocynaceae
Matelea hildegardiana,Matelea,Apocynaceae
Matelea medusae,Matelea,Apocynaceae
Periploca chrysantha,Periploca,Apocynaceae
Canthium arboreum,Canthium,Rubiaceae
Canthium coffeoides,Canthium,Rubiaceae
Canthium horridum,Canthium,Rubiaceae
Kailarsenia stenosepala,Kailarsenia,Rubiaceae
Matelea sastrei,Matelea,Apocynaceae
Matelea virginiae,Matelea,Apocynaceae
Matelea atrolingua,Matelea,Apocynaceae
Baissea leontonori,Baissea,Apocynaceae
Baissea wulfhorstii,Baissea,Apocynaceae
Pauridiantha kahuziensis,Pauridiantha,Rubiaceae
Periploca somaliensis,Periploca,Apocynaceae
Tripterospermum robustum,Tripterospermum,Gentianaceae
Pauridiantha triflora,Pauridiantha,Rubiaceae
Schizoglossum angolense,Schizoglossum,Apocynaceae
Schizoglossum flavum,Schizoglossum,Apocynaceae
Canthium cavaleriei,Canthium,Rubiaceae
Canthium rheedei,Canthium,Rubiaceae
Canthium strychnoides,Canthium,Rubiaceae
Canthium vanwykii,Canthium,Rubiaceae
Matelea tenuis,Matelea,Apocynaceae
Matelea bahiensis,Matelea,Apocynaceae
Matelea callejasii,Matelea,Apocynaceae
Matelea fontellana,Matelea,Apocynaceae
Matelea pakaraimensis,Matelea,Apocynaceae
Matelea pentactina,Matelea,Apocynaceae
Polystemma mirandae,Polystemma,Apocynaceae
Schizoglossum cordifolium,Schizoglossum,Apocynaceae
Allomarkgrafia insignis,Allomarkgrafia,Apocynaceae
Canthium libericum,Canthium,Rubiaceae
Pauridiantha multiflora,Pauridiantha,Rubiaceae
Matelea hirtelliflora,Matelea,Apocynaceae
Baissea baillonii,Baissea,Apocynaceae
Dolichopetalum kwangsiense,Dolichopetalum,Apocynaceae
Matelea furvescens,Matelea,Apocynaceae
Matelea hastata,Matelea,Apocynaceae
Matelea inops,Matelea,Apocynaceae
Matelea microphylla,Matelea,Apocynaceae
Matelea mutisiana,Matelea,Apocynaceae
Matelea falcata,Matelea,Apocynaceae
Tripterospermum hualienense,Tripterospermum,Gentianaceae
Sphinctanthus acutilobus,Sphinctanthus,Rubiaceae
Pauridiantha barbata,Pauridiantha,Rubiaceae
Schizoglossum barbatum,Schizoglossum,Apocynaceae
Canthium villarii,Canthium,Rubiaceae
Discospermum apiocarpum,Discospermum,Rubiaceae
Paracorynanthe uropetala,Paracorynanthe,Rubiaceae
Matelea serpens,Matelea,Apocynaceae
Matelea sucrensis,Matelea,Apocynaceae
Pauridiantha liberiensis,Pauridiantha,Rubiaceae
Schizoglossum linifolium,Schizoglossum,Apocynaceae
Schizoglossum nitidum,Schizoglossum,Apocynaceae
Schizoglossum stenoglossum,Schizoglossum,Apocynaceae
Tripterospermum tanatorajanense,Tripterospermum,Gentianaceae
Canthium mite,Canthium,Rubiaceae
Matelea tinctoria,Matelea,Apocynaceae
Matelea barrosiana,Matelea,Apocynaceae
Matelea gilbertoana,Matelea,Apocynaceae
Matelea ocellata,Matelea,Apocynaceae
Matelea phainops,Matelea,Apocynaceae
Matelea porphyrocephala,Matelea,Apocynaceae
Periploca graeca,Periploca,Apocynaceae
Tripterospermum pinbianense,Tripterospermum,Gentianaceae
Canthium sarmentosum,Canthium,Rubiaceae
Canthium scandens,Canthium,Rubiaceae
Canthium travancoricum,Canthium,Rubiaceae
Matelea woytkowskii,Matelea,Apocynaceae
Macoubea guianensis,Macoubea,Apocynaceae
Matelea chimboracensis,Matelea,Apocynaceae
Matelea ochracea,Matelea,Apocynaceae
Tripterospermum microcarpum,Tripterospermum,Gentianaceae
Pauridiantha principensis,Pauridiantha,Rubiaceae
Allomarkgrafia ecuatoriana,Allomarkgrafia,Apocynaceae
Canthium angustifolium,Canthium,Rubiaceae
Canthium ellipticum,Canthium,Rubiaceae
Canthium parvifolium,Canthium,Rubiaceae
Maguireocharis neblinae,Maguireocharis,Rubiaceae
Dictyanthus yucatanensis,Dictyanthus,Apocynaceae
Matelea punensis,Matelea,Apocynaceae
Matelea purpureolineata,Matelea,Apocynaceae
Matelea romeroi,Matelea,Apocynaceae
Matelea torulosa,Matelea,Apocynaceae
Matelea woodsonii,Matelea,Apocynaceae
Matelea orthoneura,Matelea,Apocynaceae
Periploca gracilis,Periploca,Apocynaceae
Periploca tsiangii,Periploca,Apocynaceae
Tripterospermum chevalieri,Tripterospermum,Gentianaceae
Polystemma scopulorum,Polystemma,Apocynaceae
Canthium cordatum,Canthium,Rubiaceae
Discospermum parvifolium,Discospermum,Rubiaceae
Matelea violacea,Matelea,Apocynaceae
Dictyanthus nichongus,Dictyanthus,Apocynaceae
Matelea graciliflora,Matelea,Apocynaceae
Matelea atrostellata,Matelea,Apocynaceae
Matelea carnevaliana,Matelea,Apocynaceae
Matelea edwardsensis,Matelea,Apocynaceae
Periploca laevigata,Periploca,Apocynaceae
Hoffmannia pseudovesiculifera,Hoffmannia,Rubiaceae
Duvalia somalensis,Duvalia,Apocynaceae
Pentopetia calycina,Pentopetia,Apocynaceae
Aidia waugia,Aidia,Rubiaceae
Spermacoce taylorii,Spermacoce,Rubiaceae
Sebaea ramosissima,Sebaea,Gentianaceae
Sebaea scabra,Sebaea,Gentianaceae
Spermacoce calliantha,Spermacoce,Rubiaceae
Catharanthus ovalis,Catharanthus,Apocynaceae
Couma macrocarpa,Couma,Apocynaceae
Hoffmannia glabra,Hoffmannia,Rubiaceae
Hoffmannia morii,Hoffmannia,Rubiaceae
Stilpnophyllum lineatum,Stilpnophyllum,Rubiaceae
Pentopetia pinnata,Pentopetia,Apocynaceae
Aidia halleri,Aidia,Rubiaceae
Ichnocarpus uliginosus,Ichnocarpus,Apocynaceae
Spermacoce nana,Spermacoce,Rubiaceae
Spermacoce adscendens,Spermacoce,Rubiaceae
Triainolepis tomentella,Triainolepis,Rubiaceae
Spermacoce auriculata,Spermacoce,Rubiaceae
Hoffmannia wilsonii,Hoffmannia,Rubiaceae
Aidia crassifolia,Aidia,Rubiaceae
Hoffmannia micrantha,Hoffmannia,Rubiaceae
Duvalia galgallensis,Duvalia,Apocynaceae
Jobinia peruviana,Jobinia,Apocynaceae
Spermacoce lasiocarpa,Spermacoce,Rubiaceae
Spermacoce riparia,Spermacoce,Rubiaceae
Spermacoce scaberrima,Spermacoce,Rubiaceae
Spermacoce brownii,Spermacoce,Rubiaceae
Spermacoce buckleyi,Spermacoce,Rubiaceae
Triainolepis polyneura,Triainolepis,Rubiaceae
Spermacoce manikensis,Spermacoce,Rubiaceae
Spermacoce discreta,Spermacoce,Rubiaceae
Aidia abeidii,Aidia,Rubiaceae
Hoffmannia bernardii,Hoffmannia,Rubiaceae
Pentopetia elastica,Pentopetia,Apocynaceae
Pentopetia urceolata,Pentopetia,Apocynaceae
Spermacoce flagelliformis,Spermacoce,Rubiaceae
Spermacoce leptoloba,Spermacoce,Rubiaceae
Spermacoce microcephala,Spermacoce,Rubiaceae
Triainolepis opaca,Triainolepis,Rubiaceae
Triainolepis rhynchopetala,Triainolepis,Rubiaceae
Gomphocarpus glaucophyllus,Gomphocarpus,Apocynaceae
Gomphocarpus semiamplectens,Gomphocarpus,Apocynaceae
Spermacoce laevigata,Spermacoce,Rubiaceae
Spermacoce argillacea,Spermacoce,Rubiaceae
Spermacoce caudata,Spermacoce,Rubiaceae
Spermacoce decurrens,Spermacoce,Rubiaceae
Hoffmannia cercidifolia,Hoffmannia,Rubiaceae
Hoffmannia laxa,Hoffmannia,Rubiaceae
Hoffmannia strigillosa,Hoffmannia,Rubiaceae
Rhazya stricta,Rhazya,Apocynaceae
Aidia lancifolia,Aidia,Rubiaceae
Spermacoce pilifera,Spermacoce,Rubiaceae
Spermacoce polyphylla,Spermacoce,Rubiaceae
Sebaea schlechteri,Sebaea,Gentianaceae
Hoffmannia hidalgensis,Hoffmannia,Rubiaceae
Spermacoce deserti,Spermacoce,Rubiaceae
Hoffmannia aroensis,Hoffmannia,Rubiaceae
Hoffmannia conzattii,Hoffmannia,Rubiaceae
Hoffmannia piratarum,Hoffmannia,Rubiaceae
Rhazya greissii,Rhazya,Apocynaceae
Hoffmannia subcapitata,Hoffmannia,Rubiaceae
Duvalia parviflora,Duvalia,Apocynaceae
Spermacoce exasperata,Spermacoce,Rubiaceae
Spermacoce marginata,Spermacoce,Rubiaceae
Sebaea bojeri,Sebaea,Gentianaceae
Sebaea brachyphylla,Sebaea,Gentianaceae
Sebaea pentandra,Sebaea,Gentianaceae
Spermacoce confusa,Spermacoce,Rubiaceae
Spermacoce lamprosperma,Spermacoce,Rubiaceae
Spermacoce breviflora,Spermacoce,Rubiaceae
Hoffmannia cuneatissima,Hoffmannia,Rubiaceae
Hoffmannia valerii,Hoffmannia,Rubiaceae
Spermacoce inaperta,Spermacoce,Rubiaceae
Spermacoce prostrata,Spermacoce,Rubiaceae
Sebaea minutiflora,Sebaea,Gentianaceae
Spermacoce fabiformis,Spermacoce,Rubiaceae
Spermacoce dibrachiata,Spermacoce,Rubiaceae
Hoffmannia mathewsii,Hoffmannia,Rubiaceae
Hoffmannia nesiota,Hoffmannia,Rubiaceae
Hoffmannia rhizantha,Hoffmannia,Rubiaceae
Jobinia lindbergii,Jobinia,Apocynaceae
